,sentence,location_list,type_list,error_list
8088,如果有了他，我一定跟他{CJ-zy好好}相处{CC2相好}。,"d.t.u.d.c.a.s.t.Sentence(begin=82, end=112)",0,0
8089,过了{CC经过}一些日子，居然来了一个人。,"d.t.u.d.c.a.s.t.Sentence(begin=112, end=133)",0,0
8090,两人{CD之间[C]}的生活开始了。,"d.t.u.d.c.a.s.t.Sentence(begin=133, end=151)",0,0
8091,两人{CD在}所有的事情{CQ上}{CJ-zy都}互相帮助，日子过得非常快乐。,"d.t.u.d.c.a.s.t.Sentence(begin=151, end=190)",0,0
8092,但我个人认为一个人来[F來]了或两个人来[F來]了{CJ-zy都}不太重要。,"d.t.u.d.c.a.s.t.Sentence(begin=190, end=228)",0,0
8093,{CD只有}两个人一开始生活美满，但日子久了，彼此的感情可能变了。,"d.t.u.d.c.a.s.t.Sentence(begin=228, end=261)",1,{CD只有}
8094,若是这样，当初人却会想以往自己一个人的生活[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=261, end=286)",0,0
8095,所以说，人的感情是随[C]时变的，而且一直追求自己的利益{CC方便}。,"d.t.u.d.c.a.s.t.Sentence(begin=286, end=321)",0,0
8096,三个和尚没水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=321, end=329)",0,0
8097,这句话是没有错[F錯]{CJsd}，但我认为两个人日子过得久么也会如此，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=329, end=370)",0,0
8098,所以我们在生活上一直考虑别人对我起到什么样的作用。,"d.t.u.d.c.a.s.t.Sentence(begin=370, end=395)",0,0
8099,我们这样才能真正地体会到我周围的人对我而言多么重要[C]{CJs}，并[F並]且我做什么事情，他们一直看着我，注视着我。,"d.t.u.d.c.a.s.t.Sentence(begin=395, end=455)",0,0
8100,所以做什么事情，应该全力[C]以赴，用心竭[C]力。,"d.t.u.d.c.a.s.t.Sentence(begin=455, end=481)",0,0
8101,这样我们可以表现出自己的能力。,"d.t.u.d.c.a.s.t.Sentence(begin=481, end=496)",0,0
8102,并[F並]且得到{CC取得}自己所要的东西[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=496, end=522)",0,0
8103,"（150W）（156Y）""}","d.t.u.d.c.a.s.t.Sentence(begin=522, end=536)",0,0
8104,三年前{CC1以前}的夏天，我在北京留学。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=21)",0,0
8105,有一天我和朋友去买T恤，我挑了一件{CC张}三个和尚画在胸部的。,"d.t.u.d.c.a.s.t.Sentence(begin=21, end=53)",0,0
8106,那时候我还不知道那副画意味着什么。,"d.t.u.d.c.a.s.t.Sentence(begin=53, end=70)",0,0
8107,于是，朋友给我讲{CC听}一个故事{CJX}了。,"d.t.u.d.c.a.s.t.Sentence(begin=70, end=94)",0,0
8108,那时候，我还在大学读[C]书。,"d.t.u.d.c.a.s.t.Sentence(begin=94, end=109)",0,0
8109,[BC，]因为大学组织了利用暑假的短期留学，所以我没有什么明确的目的就{CC而}参加了。,"d.t.u.d.c.a.s.t.Sentence(begin=109, end=153)",1,{CC而}
8110,留学的安排都{CQ由}老师来包办，而我们好象参加中国旅游似的，很轻松，很愉快。,"d.t.u.d.c.a.s.t.Sentence(begin=153, end=192)",1,{CQ由}
8111,现在回头想{CJcd}，那时候的我依靠性很强。,"d.t.u.d.c.a.s.t.Sentence(begin=192, end=215)",0,0
8112,{CD对}什么事情都靠别人来做。,"d.t.u.d.c.a.s.t.Sentence(begin=215, end=231)",0,0
8113,在家里父母娇惯我，而且姐姐，甚至我弟弟也替我做我的{CC得}自己做的事情。,"d.t.u.d.c.a.s.t.Sentence(begin=231, end=268)",0,0
8114,我仿佛和很多能干的和尚[C]一起生活一样，虽然有水[C]喝，但是成了一个人什么都做不到的人了。,"d.t.u.d.c.a.s.t.Sentence(begin=268, end=315)",0,0
8115,我买了T恤，知道了故事以后，{CJ+zhuy我}反省自己{CJX}了。,"d.t.u.d.c.a.s.t.Sentence(begin=315, end=350)",0,0
8116,我尽量提醒自己，得自己做[C]的，应该自己做。,"d.t.u.d.c.a.s.t.Sentence(begin=350, end=373)",0,0
8117,两[C]年以前，我决定了来中国留学。,"d.t.u.d.c.a.s.t.Sentence(begin=373, end=391)",0,0
8118,我第一次跟爸爸妈妈说这件事的时候，他们担心我，而坚持反对[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=391, end=423)",0,0
8119,但是我跟他们说了我所想的一切，他们终于理解我，最后还支持我了。,"d.t.u.d.c.a.s.t.Sentence(begin=423, end=454)",0,0
8120,我把{CD为了}留学必要的所有的手续都自己办了。,"d.t.u.d.c.a.s.t.Sentence(begin=454, end=478)",1,{CD为了}
8121,对大家来说，这可能是普通的事情，但对我来说，很难{CC难以}做到的{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=478, end=518)",0,0
8122,在中国开始一个人生活以后，我有信心了，我再也不做{CC成}第三个和尚了。,"d.t.u.d.c.a.s.t.Sentence(begin=518, end=554)",0,0
8123,"（151Z）（153Z）""}","d.t.u.d.c.a.s.t.Sentence(begin=554, end=568)",0,0
8124,环境保护部门的这种努力是值得表扬{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=23)",0,0
8125,现代的人类生活由于科学的发达和文明的机器的出现越来越{CJX}变得粗糙，没有人情味儿。,"d.t.u.d.c.a.s.t.Sentence(begin=23, end=66)",0,0
8126,不知道是从什么时候开始，从人类生活中自然占的比率越来越少{CC1减少}了。,"d.t.u.d.c.a.s.t.Sentence(begin=66, end=103)",0,0
8127,说{CJ-buy起}大人，他们是因为小时候接触过丰富的自然环境，所以不觉得可怜，但是说{CJ-buy起}小孩儿的话，他们从来没有接触过真正的自然环境，所以从来不知道自然环境的重要性。,"d.t.u.d.c.a.s.t.Sentence(begin=103, end=194)",0,0
8128,因此为了给小孩子接触自然的感动，现代大人们一定要努力恢复自然环境。,"d.t.u.d.c.a.s.t.Sentence(begin=194, end=227)",0,0
8129,恢复自然环境的方案当中，用优美的自然之声来代替噪声的想法听起来很新鲜。,"d.t.u.d.c.a.s.t.Sentence(begin=227, end=262)",0,0
8130,虽然不是很大的改变，但在韩国已经采取了这样的恢复环境运动。,"d.t.u.d.c.a.s.t.Sentence(begin=262, end=291)",0,0
8131,坐韩国的地铁的话，一定能听得到鸟叫的声音。,"d.t.u.d.c.a.s.t.Sentence(begin=291, end=312)",0,0
8132,这是来告诉乘客们，“下一个站是换乘站”的表示音。,"d.t.u.d.c.a.s.t.Sentence(begin=312, end=336)",0,0
8133,在自然当中有很多我们可以采用的各种声音。,"d.t.u.d.c.a.s.t.Sentence(begin=336, end=356)",0,0
8134,不仅是鸟叫声，还有微风声，波浪声，流水声等等。,"d.t.u.d.c.a.s.t.Sentence(begin=356, end=379)",0,0
8135,如果真的把这些很难听又刺耳的噪声换成这些自然声的话，我想这个世界能够变成为{CQ与}自然共度[B渡]的完美的人类根据地了。,"d.t.u.d.c.a.s.t.Sentence(begin=379, end=440)",1,{CQ与}
8136,"（153Z）（152L）""}","d.t.u.d.c.a.s.t.Sentence(begin=440, end=454)",0,0
8137,在九十年代的今天，物质[F質[C]]上的丰富、文化上的改变和电脑[F腦]世界的发展{CC今天}，每一方面{CC层[F層]次}都一直{CD的}在变[F變]化。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=78)",0,0
8138,现在的社会里温情和亲[F親]情何处寻[F尋]？,"d.t.u.d.c.a.s.t.Sentence(begin=78, end=101)",0,0
8139,随着[F著]社会的进步和思想上的不合[C]、[BC，]观[F覌]念不同，两代人（指的是父母与子女）之间[F間]相处{CJ-buy不好}也成{CC1构[B沟[F溝]]成}了一个“社会”的通病[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=101, end=200)",0,0
8140,要如何{CD的}来弥[F彌]补[F補]和解决呢？,"d.t.u.d.c.a.s.t.Sentence(begin=200, end=224)",0,0
8141,在这里我有我{CD本身}自己的一些看法。,"d.t.u.d.c.a.s.t.Sentence(begin=224, end=244)",0,0
8142,人是合群[C]的动[F動]物[BQ，]从小就受到父母亲[F親]的疼爱，所以要从“爱”着手[BQ，]凡事体量，处处为对方着想（尤[B犹[F猶]]其是年老的父母亲[F親]，[BC）]对儿[F兒]女有{CC的}养[F養]育之恩[BQ）]。,"d.t.u.d.c.a.s.t.Sentence(begin=244, end=360)",0,0
8143,爱的做法要从那一个方面来实行呢？,"d.t.u.d.c.a.s.t.Sentence(begin=360, end=376)",0,0
8144,应该从小的时候就开始，做父母的要给儿[F兒]女们留下一个好的印象{CC样[F様]式}，从起居方面到留意周围的事情{CC事故}，来促进儿[F兒]女们从小就{CD该[F該]}学习[F習]{CD的}一个好榜样{CC课[F課]程}。,"d.t.u.d.c.a.s.t.Sentence(begin=376, end=488)",0,0
8145,时[F時]间也是一个主要的因素{CC主流}。,"d.t.u.d.c.a.s.t.Sentence(begin=488, end=510)",0,0
8146,[BC？],"d.t.u.d.c.a.s.t.Sentence(begin=510, end=515)",0,0
8147,为什么呢？,"d.t.u.d.c.a.s.t.Sentence(begin=515, end=520)",0,0
8148,为了要{CD去}了解对方，必须花{CC作[C]}上你的精神时间{CD来养[F餋]育的}。,"d.t.u.d.c.a.s.t.Sentence(begin=520, end=564)",0,0
8149,今天社会的通病[C]就是把年老的父母亲[F親]搁[B隔]在一边[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=564, end=600)",0,0
8150,可曾知道他们[F們]内心里的痛苦吗？,"d.t.u.d.c.a.s.t.Sentence(begin=600, end=618)",0,0
8151,交流要[C]时[F時]间去了解[BQ，]更要花上代价。,"d.t.u.d.c.a.s.t.Sentence(begin=618, end=645)",0,0
8152,[BC，]成年人的看法、[BC，]价值观念、[BC，]生活态度以及更多的方式{CJ-zy和父母}不同了。,"d.t.u.d.c.a.s.t.Sentence(begin=645, end=697)",0,0
8153,[BC？],"d.t.u.d.c.a.s.t.Sentence(begin=697, end=702)",0,0
8154,{CP为了能多点[Y奌]{CJX}在代沟上花{CJX}时[B事]间来知道如何{CD的}能有一个共同的{CC点[F奌]}出发[F發]点，代沟[F溝]的问题也已经解决了{CC的}一半了。,"d.t.u.d.c.a.s.t.Sentence(begin=702, end=793)",0,0
8155,P}人生在世几十[B时]年[BQ，]何必为了一点[F奌]小事而不高兴{CC2乐[F樂]}呢，有生之{CC一}年就应该[F該]尽己所能来给父母亲[F親]一{CC也}个快乐[F樂]的晚年[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=793, end=889)",1,{CC也}
8156,"(106C)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=889, end=903)",0,0
8157,我是日本人。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=6)",0,0
8158,所以我本来{CC从来}{CQ就}习惯汉字。,"d.t.u.d.c.a.s.t.Sentence(begin=6, end=27)",1,{CQ就}
8159,但是汉语的语法跟日语的完全不同。,"d.t.u.d.c.a.s.t.Sentence(begin=27, end=43)",0,0
8160,我受日语的影响，容易发生汉语语法的错误[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=43, end=66)",0,0
8161,我{CD在}学习汉语{CD上}，最困难的是这个问题。,"d.t.u.d.c.a.s.t.Sentence(begin=66, end=92)",0,0
8162,比方说，我以前常常说“[BC「]我毕业大学”[BC」]。,"d.t.u.d.c.a.s.t.Sentence(begin=92, end=120)",0,0
8163,每一次说错的时候，亲切的老师{CJ-zy都}教给我“[BC「]你应该说‘[BC『]我大学毕业'[BC』]”[BC」]。,"d.t.u.d.c.a.s.t.Sentence(begin=120, end=179)",0,0
8164,日语的影响不只是语法，还有{CC2而且是}发音和用字。,"d.t.u.d.c.a.s.t.Sentence(begin=179, end=206)",1,{CC2而且是}
8165,日语的发音比其他的语言容易得多。,"d.t.u.d.c.a.s.t.Sentence(begin=206, end=222)",0,0
8166,韵[F韻[C]]母只有五个。,"d.t.u.d.c.a.s.t.Sentence(begin=222, end=236)",0,0
8167,所以对日本人来说，很难{CC1不容易}把正确的汉语读音{CC发音}发出来。,"d.t.u.d.c.a.s.t.Sentence(begin=236, end=273)",0,0
8168,用字的问题也容易让我发生错误[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=273, end=291)",0,0
8169,日本话把“[BC「]信”[BC」]叫“[BC「]手纸”[BC」]。,"d.t.u.d.c.a.s.t.Sentence(begin=291, end=324)",0,0
8170,汉语的“[BC「]手纸”[BC」]是应该在洗手间用的东西{CD吧}。,"d.t.u.d.c.a.s.t.Sentence(begin=324, end=358)",0,0
8171,我们日本人虽然用汉字，但是不容易学习汉语。,"d.t.u.d.c.a.s.t.Sentence(begin=358, end=379)",0,0
8172,但是学习汉语的“[BC「]乐”[BC」]也很多。,"d.t.u.d.c.a.s.t.Sentence(begin=379, end=403)",0,0
8173,最大的{CJ-zxy快乐}是能了解中国和中国人。,"d.t.u.d.c.a.s.t.Sentence(begin=403, end=427)",0,0
8174,我上一次去北京的时候用{CC讲}汉语跟很多中国朋友交流。,"d.t.u.d.c.a.s.t.Sentence(begin=427, end=455)",0,0
8175,知识分子给我介绍中国经济和社会的情况。,"d.t.u.d.c.a.s.t.Sentence(begin=455, end=474)",0,0
8176,饭店的服务员和出租汽车的司机教给我正确的汉语发音。,"d.t.u.d.c.a.s.t.Sentence(begin=474, end=499)",0,0
8177,那时候我非常高兴。,"d.t.u.d.c.a.s.t.Sentence(begin=499, end=508)",0,0
8178,虽然学习汉语的“[BC「]苦”[BC」]很多。,"d.t.u.d.c.a.s.t.Sentence(begin=508, end=531)",0,0
8179,但是“[BC「]乐”[BC」]比“[BC「]苦”[BC」]多得多。,"d.t.u.d.c.a.s.t.Sentence(begin=531, end=564)",0,0
8180,"(101F)(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=564, end=578)",0,0
8181,[BD《]记对我影响最大的一个人[BD》]我毕业后到一家公司工作，上班的第一天，我要向上级报到。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=48)",0,0
8182,一推开门，就看见一位姑娘正在严肃地批评其中一个小伙子。,"d.t.u.d.c.a.s.t.Sentence(begin=48, end=75)",0,0
8183,这位姑娘就是我的上级。,"d.t.u.d.c.a.s.t.Sentence(begin=75, end=86)",0,0
8184,她个子小，外貌[C]很平常，穿的衣服也很普通{CC普遍}。,"d.t.u.d.c.a.s.t.Sentence(begin=86, end=115)",0,0
8185,但她的言行很严肃，初见就让我在工作上有很大的压[C]力。,"d.t.u.d.c.a.s.t.Sentence(begin=115, end=143)",0,0
8186,我在这工作了不久[BQ，]却慢慢地感到到她表面上很严肃，实际上她{CD却}待人很好，宽宏大量。,"d.t.u.d.c.a.s.t.Sentence(begin=143, end=190)",0,0
8187,有什么事要是她帮得上，{CQ就}绝不会拒绝。,"d.t.u.d.c.a.s.t.Sentence(begin=190, end=212)",1,{CQ就}
8188,因此，我{CD对}工作压[C]力也减少了。,"d.t.u.d.c.a.s.t.Sentence(begin=212, end=233)",0,0
8189,[BC，]再来往多了[BQ，]更发觉我们俩很合得来，从而，不管什么事我都向她请教。,"d.t.u.d.c.a.s.t.Sentence(begin=233, end=274)",0,0
8190,我们俩就成了知心{CC知己}{CD的}朋友。,"d.t.u.d.c.a.s.t.Sentence(begin=274, end=296)",0,0
8191,我与她接触的时间长{CQ了}后，我更敬佩[BQ、]更羡慕她。,"d.t.u.d.c.a.s.t.Sentence(begin=296, end=326)",0,0
8192,为什么呢？,"d.t.u.d.c.a.s.t.Sentence(begin=326, end=331)",0,0
8193,因为有一次，我们公司的一个工人，因工事而受伤[C][BQ，]进了医院，在医院治疗了一个月[B人]，病已治好[BQ，]但他成了残疾人。,"d.t.u.d.c.a.s.t.Sentence(begin=331, end=397)",0,0
8194,公司只负责医疗费，也因他残疾不能工作，{CQ而}开除了他。,"d.t.u.d.c.a.s.t.Sentence(begin=397, end=426)",1,{CQ而}
8195,她就与公司的老板谈道理{CD与}{CD能}[BQ、]说服老板，公司仍然接{CQ收}那个工人工作，做一些打扫[F掃]{CQ的}工作，还负责他至他可活的日子。,"d.t.u.d.c.a.s.t.Sentence(begin=426, end=503)",1,{CD与}
8196,在{CC从}这[F這]件事{CQ上}没人不敬佩她，而我已是她知心{CC知己}{CD的}朋友[BQ，]怎能不敬佩她呢？,"d.t.u.d.c.a.s.t.Sentence(begin=503, end=561)",0,0
8197,我最好{CC1良好}的上级，最好的姐姐，知心的朋友。,"d.t.u.d.c.a.s.t.Sentence(begin=561, end=587)",0,0
8198,"（148L）(152L)""}","d.t.u.d.c.a.s.t.Sentence(begin=587, end=601)",0,0
8199,[BD《]我的城市和乡村生活[BD》]我都喜欢{CJX}城市和乡村的生活。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=37)",0,0
8200,各有各的特点令我感到舒适和快乐。,"d.t.u.d.c.a.s.t.Sentence(begin=37, end=53)",0,0
8201,我生在汉城，长在汉城{CD里}，汉城的生活节奏{CC节律}很快[BQ，]却让我感到律动感。,"d.t.u.d.c.a.s.t.Sentence(begin=53, end=98)",0,0
8202,有时候[BQ，]忙得连睡觉的时间都没有[BQ，]不过一旦[B但]完成了我该做的任务就觉得人生是否在忙中找欢乐呢？,"d.t.u.d.c.a.s.t.Sentence(begin=98, end=154)",0,0
8203,在城市里的文化享受水平高一点，接收的能力也强[BQ，]所以{CC2所}一个月之内出现好多节目[BQ，]比如说电影，歌手表演会，舞蹈表演会等等。,"d.t.u.d.c.a.s.t.Sentence(begin=154, end=225)",1,{CC2所}
8204,在很忙的生活当中带来一些充满精神活力的因素。,"d.t.u.d.c.a.s.t.Sentence(begin=225, end=247)",0,0
8205,在城市里的生活也有短处。,"d.t.u.d.c.a.s.t.Sentence(begin=247, end=259)",0,0
8206,空气污染，人际关系过度复杂或太冷淡[BQ，]不管别人只顾自己或只顾与自己有关的事。,"d.t.u.d.c.a.s.t.Sentence(begin=259, end=300)",0,0
8207,但在农村或乡村里相对来讲[BQ，]这些问题的出现率低一些[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=300, end=333)",0,0
8208,在我们心目当中的乡村呢，清爽的空气[BQ，]蓝蓝的天，清凉的河[BQ，]好象在梦[F夢]中找到了很理想的古乡一样。,"d.t.u.d.c.a.s.t.Sentence(begin=333, end=390)",0,0
8209,确实[B是]如此[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=390, end=403)",0,0
8210,我在合肥生活了三年多了，这三年里给我的印象很不错。,"d.t.u.d.c.a.s.t.Sentence(begin=403, end=428)",0,0
8211,空气好[BQ，]让我吸入干净的空气[BQ，]人们又朴素[BQ，]让我感到国家乡里了。,"d.t.u.d.c.a.s.t.Sentence(begin=428, end=470)",0,0
8212,我觉得啊[BQ，]在城市生活或在乡村生活都带来一点欢乐和平凡[BQ，]所以{CC2所}不管你在哪儿生活都能让你思考人生之意！,"d.t.u.d.c.a.s.t.Sentence(begin=470, end=532)",1,{CC2所}
8213,"(152L)(153z)""}","d.t.u.d.c.a.s.t.Sentence(begin=532, end=546)",0,0
8214,记[C]对我[C]影响最大的一个人我[C]觉得对我{CJ-sy有}影响的人有{CC是}老师，朋友，兄弟姐妹等，有很多人，但觉得影响最大的人是我[C]的父亲。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=78)",0,0
8215,从小{CC少}时候{CQ起}，我[C]父亲{CQ就}是我[C]的模[C]范，有要做{CQ的}事情[C]时，他告诉我，这件事应该做，{CQ还是}不应该做，应该做的话，怎么做最好，详细{CC详强}地{CC的}说明{CD了}，有时候他亲自{CC亲[C]身}做给我看一看{CJcd}。,"d.t.u.d.c.a.s.t.Sentence(begin=78, end=216)",1,{CQ就}
8216,自然{CQ当}我有自己难解[C]决的问题时候，常常找父亲问{CD了}，学习方面，交朋友方面，生活方面都可以得到很好的答案。,"d.t.u.d.c.a.s.t.Sentence(begin=216, end=277)",0,0
8217,长大{CQ了}以后，他{CP一面是个很好的朋[C]友，一面是个很好对话对象[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=277, end=318)",0,0
8218,P}我们很喜欢一起做家务，所以总[C]是做饭呀，剪[C]树[C]枝呀，打扫[C]呀。,"d.t.u.d.c.a.s.t.Sentence(begin=318, end=360)",0,0
8219,[BC，]{CJ-zy都}一起做，还[C]有我有了{CJ+dy一个}话题的时[L]候，他很认真[C]的跟我讨论。,"d.t.u.d.c.a.s.t.Sentence(begin=360, end=416)",0,0
8220,[BC，]可能{CQ就}对我影响的时[C]间[C]来说，朋友们的影响要最大才对。,"d.t.u.d.c.a.s.t.Sentence(begin=416, end=456)",1,{CQ就}
8221,可是我觉得父亲对我的影响最大[BQ，]原因是他对我很认真[C]，而且他的经验很丰富[B福]得跟别人不能[C]比较{CJZR}。,"d.t.u.d.c.a.s.t.Sentence(begin=456, end=519)",0,0
8222,[BC，]{CD可能}怎[C]么交朋友[C]，怎[C]么学习，怎么生活才好，这[C]样{CJX}对人生的重大问题{CC4大题}他提[C]供了很好的模[C]范，所以我很爱[C]他[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=519, end=612)",0,0
8223,随[C]时随[C]地[BQ，]我有什么样的难题，我可以{CC可能}问他怎[C]么解决。,"d.t.u.d.c.a.s.t.Sentence(begin=612, end=655)",0,0
8224,"（126Z）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=655, end=669)",0,0
8225,[BD《]学习汉语的苦与乐[BD》]我认为学汉语，对韩国人来说应该比不是汉字文化地区的容易{CQ得}多，但是学汉语时，不仅要学语言，而且要学文化[BQ、]{CD和}民俗和风俗等。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=89)",1,{CD和}
